loan_id,customer_id,loan_amount,interest_rate,issue_date,loan_status,annual_income,employment_length,scheduled_payment_date,actual_payment_date,amount_due,amount_paid,DaysPastDue,OutstandingBalance,DelinquencyTier,PD,LGD,EAD,Expected_Loss
LN000294,10294,11711,19.25,2023-11-01,Default,103042,<1 year,2024-06-28,,615.38,0.0,738,11711.0,Default / Write-Off,1.0,0.6,11711.0,7026.599999999999
LN000295,10295,10700,13.9,2022-05-01,Default,87113,1 year,2023-04-26,,1005.51,0.0,1167,10700.0,Default / Write-Off,1.0,0.6,10700.0,6420.0
LN000296,10296,27978,21.5,2023-09-17,Late,68511,5 years,2023-12-16,2024-01-16,1266.53,832.18,31,27145.82,Bucket 2 (Medium Risk),0.08,0.6,27145.82,1302.99936
LN000297,10297,42360,12.31,2022-10-15,In Grace Period,69139,2 years,2023-10-10,2023-10-12,620.81,647.2,2,41712.8,Bucket 1 (Low Risk),0.02,0.6,41712.8,500.5536
LN000298,10298,38712,23.74,2023-11-27,Fully Paid,60543,3 years,2023-12-27,2023-12-29,452.27,1340.46,2,37371.54,Bucket 1 (Low Risk),0.02,0.6,37371.54,448.45848
LN000299,10299,13696,10.49,2023-12-30,Current,89894,10+ years,2024-07-27,2024-08-01,1058.88,470.61,5,13225.39,Bucket 1 (Low Risk),0.02,0.6,13225.39,158.70468
LN000300,10300,46144,13.46,2023-04-08,Current,49404,3 years,2024-01-03,2024-01-05,1352.78,1133.64,2,45010.36,Bucket 1 (Low Risk),0.02,0.6,45010.36,540.12432
LN000301,10301,34798,23.1,2022-12-02,In Grace Period,49416,10+ years,2023-07-30,2023-08-02,1254.81,1320.13,3,33477.87,Bucket 1 (Low Risk),0.02,0.6,33477.87,401.73444000000006
LN000302,10302,31064,9.92,2023-03-16,Fully Paid,154686,2 years,2023-09-12,2023-09-14,993.52,705.31,2,30358.69,Bucket 1 (Low Risk),0.02,0.6,30358.69,364.30428
LN000303,10303,42102,21.34,2024-03-18,Current,37690,<1 year,2024-05-17,2024-05-22,1415.32,319.54,5,41782.46,Bucket 1 (Low Risk),0.02,0.6,41782.46,501.38952
LN000304,10304,15353,13.94,2022-01-01,Fully Paid,137145,1 year,2022-12-27,2022-12-27,662.24,1358.58,0,13994.42,Bucket 1 (Low Risk),0.02,0.6,13994.42,167.93304
LN000305,10305,22958,7.68,2023-01-05,Current,122476,10+ years,2023-12-01,2023-12-01,1050.73,362.14,0,22595.86,Bucket 1 (Low Risk),0.02,0.6,22595.86,271.15032
LN000306,10306,20344,13.73,2022-04-04,Late,25284,1 year,2022-11-30,2022-12-14,571.43,219.43,14,20124.57,Bucket 1 (Low Risk),0.02,0.6,20124.57,241.49484
LN000307,10307,49563,14.01,2022-01-09,Late,56612,3 years,2023-01-04,2023-01-25,574.74,529.93,21,49033.07,Bucket 1 (Low Risk),0.02,0.6,49033.07,588.39684
LN000308,10308,10854,19.15,2022-04-15,Current,121354,2 years,2022-07-14,2022-07-18,1203.79,1228.15,4,9625.85,Bucket 1 (Low Risk),0.02,0.6,9625.85,115.51020000000001
LN000309,10309,13725,17.55,2023-11-25,Current,164069,5 years,2023-12-25,2023-12-25,1166.92,828.12,0,12896.88,Bucket 1 (Low Risk),0.02,0.6,12896.88,154.76256
LN000310,10310,46161,19.47,2023-02-26,Late,140968,1 year,2023-04-27,2023-05-14,447.79,226.01,17,45934.99,Bucket 1 (Low Risk),0.02,0.6,45934.99,551.21988
LN000311,10311,30167,12.33,2023-03-16,Current,61655,1 year,2023-08-13,2023-08-12,1021.2,597.8,-1,29569.2,Current,0.01,0.6,29569.2,177.4152
LN000312,10312,44819,11.13,2023-12-09,Current,104075,1 year,2024-09-04,2024-09-05,654.65,1197.41,1,43621.59,Bucket 1 (Low Risk),0.02,0.6,43621.59,523.45908
LN000313,10313,8576,20.11,2024-03-23,Fully Paid,154731,3 years,2024-05-22,2024-05-23,1012.72,899.5,1,7676.5,Bucket 1 (Low Risk),0.02,0.6,7676.5,92.118
LN000314,10314,39621,22.0,2022-01-13,Fully Paid,107961,1 year,2022-08-11,2022-08-15,1119.53,738.49,4,38882.51,Bucket 1 (Low Risk),0.02,0.6,38882.51,466.59012
LN000315,10315,35868,23.18,2024-02-28,Current,178973,<1 year,2024-03-29,2024-03-31,1407.1,558.89,2,35309.11,Bucket 1 (Low Risk),0.02,0.6,35309.11,423.70932
LN000316,10316,31081,15.12,2023-10-06,Late,133903,3 years,2024-09-30,2024-11-25,943.88,174.19,56,30906.81,Bucket 2 (Medium Risk),0.08,0.6,30906.81,1483.5268800000001
LN000317,10317,45373,8.75,2022-03-27,Current,159035,1 year,2022-06-25,2022-06-28,1061.15,768.88,3,44604.12,Bucket 1 (Low Risk),0.02,0.6,44604.12,535.24944
LN000318,10318,47587,18.26,2022-03-09,Current,139684,10+ years,2022-07-07,2022-07-05,1409.55,593.38,-2,46993.62,Current,0.01,0.6,46993.62,281.96172
LN000319,10319,12601,14.16,2023-09-16,Current,71044,<1 year,2023-10-16,2023-10-16,496.6,1141.8,0,11459.2,Bucket 1 (Low Risk),0.02,0.6,11459.2,137.5104
LN000320,10320,27721,15.41,2024-03-12,Fully Paid,92960,1 year,2024-09-08,2024-09-08,1348.15,1199.73,0,26521.27,Bucket 1 (Low Risk),0.02,0.6,26521.27,318.25524
LN000321,10321,12736,19.89,2022-01-31,Current,137544,2 years,2022-10-28,2022-10-27,1470.06,615.54,-1,12120.46,Current,0.01,0.6,12120.46,72.72276
LN000322,10322,46125,7.39,2023-04-12,In Grace Period,39533,3 years,2024-02-06,2024-02-06,606.14,741.23,0,45383.77,Bucket 1 (Low Risk),0.02,0.6,45383.77,544.60524
LN000323,10323,11743,22.1,2023-11-22,Late,84874,10+ years,2024-08-18,2024-08-23,1335.51,139.63,5,11603.37,Bucket 1 (Low Risk),0.02,0.6,11603.37,139.24044
LN000324,10324,21026,6.83,2023-01-08,Current,64343,1 year,2023-02-07,2023-02-11,597.92,569.42,4,20456.58,Bucket 1 (Low Risk),0.02,0.6,20456.58,245.47896000000003
LN000325,10325,25967,10.88,2022-03-21,In Grace Period,56300,5 years,2023-02-14,2023-02-12,1265.21,515.21,-2,25451.79,Current,0.01,0.6,25451.79,152.71074000000002
LN000326,10326,8009,23.17,2022-03-12,Fully Paid,99005,2 years,2022-09-08,2022-09-07,309.56,963.71,-1,7045.29,Current,0.01,0.6,7045.29,42.27174
LN000327,10327,18151,11.25,2024-03-14,Current,88591,3 years,2024-09-10,2024-09-15,1231.06,1497.34,5,16653.66,Bucket 1 (Low Risk),0.02,0.6,16653.66,199.84392
LN000328,10328,40819,19.69,2022-09-09,Current,132488,<1 year,2023-01-07,2023-01-10,1132.15,1063.13,3,39755.87,Bucket 1 (Low Risk),0.02,0.6,39755.87,477.07044
LN000329,10329,5628,23.12,2022-01-02,Default,123638,10+ years,2022-12-28,,669.01,0.0,1286,5628.0,Default / Write-Off,1.0,0.6,5628.0,3376.7999999999997
LN000330,10330,18447,15.54,2022-09-01,Current,40701,1 year,2023-08-27,2023-08-29,1405.53,411.63,2,18035.37,Bucket 1 (Low Risk),0.02,0.6,18035.37,216.42444
LN000331,10331,39062,13.44,2023-01-17,Current,47256,5 years,2023-03-18,2023-03-18,773.22,1064.66,0,37997.34,Bucket 1 (Low Risk),0.02,0.6,37997.34,455.96808
LN000332,10332,43790,16.22,2023-03-22,Late,59264,1 year,2023-08-19,2023-09-26,1411.25,865.82,38,42924.18,Bucket 2 (Medium Risk),0.08,0.6,42924.18,2060.36064
LN000333,10333,30752,18.61,2024-01-24,Current,143687,2 years,2024-05-23,2024-05-22,463.33,1432.27,-1,29319.73,Current,0.01,0.6,29319.73,175.91838
LN000334,10334,43319,7.96,2022-04-19,Current,147173,2 years,2022-11-15,2022-11-14,1457.56,943.11,-1,42375.89,Current,0.01,0.6,42375.89,254.25534
LN000335,10335,18607,14.13,2023-04-20,Current,56434,<1 year,2023-07-19,2023-07-21,1136.25,1291.66,2,17315.34,Bucket 1 (Low Risk),0.02,0.6,17315.34,207.78408000000002
LN000336,10336,7643,9.87,2024-05-27,Current,48910,10+ years,2024-09-24,2024-09-27,358.74,775.49,3,6867.51,Bucket 1 (Low Risk),0.02,0.6,6867.51,82.41012
LN000337,10337,24584,10.68,2022-06-28,Current,131008,3 years,2023-03-25,2023-03-26,422.29,413.67,1,24170.33,Bucket 1 (Low Risk),0.02,0.6,24170.33,290.04396
LN000338,10338,14161,8.19,2022-03-05,Fully Paid,83271,1 year,2022-07-03,2022-07-07,1056.36,746.69,4,13414.31,Bucket 1 (Low Risk),0.02,0.6,13414.31,160.97172
LN000339,10339,47250,7.51,2023-08-24,Current,44657,<1 year,2023-10-23,2023-10-24,832.12,1383.0,1,45867.0,Bucket 1 (Low Risk),0.02,0.6,45867.0,550.404
LN000340,10340,13440,7.66,2024-05-17,Fully Paid,111913,<1 year,2024-06-16,2024-06-21,1408.96,360.77,5,13079.23,Bucket 1 (Low Risk),0.02,0.6,13079.23,156.95076
LN000341,10341,33387,20.79,2023-02-09,Current,125330,10+ years,2023-09-07,2023-09-07,1389.97,724.73,0,32662.27,Bucket 1 (Low Risk),0.02,0.6,32662.27,391.94724
LN000342,10342,23021,11.04,2022-06-02,Current,89431,10+ years,2022-10-30,2022-11-04,960.83,794.39,5,22226.61,Bucket 1 (Low Risk),0.02,0.6,22226.61,266.71932000000004
LN000343,10343,8996,7.58,2023-01-28,Current,77286,10+ years,2023-10-25,2023-10-26,1262.6,1056.91,1,7939.09,Bucket 1 (Low Risk),0.02,0.6,7939.09,95.26908
LN000344,10344,6279,23.81,2024-03-11,Late,150746,5 years,2024-11-06,2024-12-25,902.87,921.41,49,5357.59,Bucket 2 (Medium Risk),0.08,0.6,5357.59,257.16432000000003
LN000345,10345,30452,10.87,2022-01-27,Current,82414,<1 year,2022-06-26,2022-06-24,866.02,1270.38,-2,29181.62,Current,0.01,0.6,29181.62,175.08972
LN000346,10346,28424,19.8,2022-08-27,Fully Paid,51249,1 year,2023-07-23,2023-07-24,1279.54,619.83,1,27804.17,Bucket 1 (Low Risk),0.02,0.6,27804.17,333.65004
LN000347,10347,8664,19.75,2022-08-13,In Grace Period,126822,2 years,2022-11-11,2022-11-11,681.61,583.86,0,8080.14,Bucket 1 (Low Risk),0.02,0.6,8080.14,96.96168
LN000348,10348,28513,22.45,2022-01-29,Late,117191,5 years,2022-11-25,2022-12-18,525.88,606.8,23,27906.2,Bucket 1 (Low Risk),0.02,0.6,27906.2,334.87440000000004
LN000349,10349,37258,15.76,2022-06-29,Current,48660,<1 year,2022-10-27,2022-10-28,873.59,323.91,1,36934.09,Bucket 1 (Low Risk),0.02,0.6,36934.09,443.20908
LN000350,10350,26740,22.52,2022-07-26,Fully Paid,114327,10+ years,2022-10-24,2022-10-27,477.25,371.47,3,26368.53,Bucket 1 (Low Risk),0.02,0.6,26368.53,316.42235999999997
LN000351,10351,14283,19.94,2024-05-16,In Grace Period,120653,<1 year,2024-11-12,2024-11-16,703.87,1003.22,4,13279.78,Bucket 1 (Low Risk),0.02,0.6,13279.78,159.35736
LN000352,10352,26142,8.46,2022-06-11,Late,139522,10+ years,2023-02-06,2023-05-05,1148.62,385.56,88,25756.44,Bucket 3 (High Risk),0.25,0.6,25756.44,3863.4659999999994
LN000353,10353,41829,18.48,2023-09-21,Default,83520,10+ years,2024-07-17,,1277.35,0.0,719,41829.0,Default / Write-Off,1.0,0.6,41829.0,25097.399999999998
LN000354,10354,29797,11.52,2023-12-07,Current,71585,10+ years,2024-01-06,2024-01-10,1225.0,1320.91,4,28476.09,Bucket 1 (Low Risk),0.02,0.6,28476.09,341.71308
LN000355,10355,42190,6.58,2023-09-09,Current,82906,10+ years,2024-07-05,2024-07-04,468.77,1424.03,-1,40765.97,Current,0.01,0.6,40765.97,244.59582
LN000356,10356,10099,10.28,2022-11-24,Current,48258,10+ years,2023-10-20,2023-10-23,618.25,835.96,3,9263.04,Bucket 1 (Low Risk),0.02,0.6,9263.04,111.15648000000002
LN000357,10357,21353,18.48,2022-12-25,Current,53320,10+ years,2023-01-24,2023-01-22,1179.1,763.12,-2,20589.88,Current,0.01,0.6,20589.88,123.53928
LN000358,10358,15901,21.92,2023-05-20,Fully Paid,117073,5 years,2023-12-16,2023-12-15,1246.48,1294.57,-1,14606.43,Current,0.01,0.6,14606.43,87.63858
LN000359,10359,42883,17.72,2023-12-05,Current,143302,<1 year,2024-01-04,2024-01-06,613.35,324.09,2,42558.91,Bucket 1 (Low Risk),0.02,0.6,42558.91,510.70692
LN000360,10360,11863,7.34,2022-06-24,Fully Paid,67180,10+ years,2022-08-23,2022-08-22,1482.33,705.54,-1,11157.46,Current,0.01,0.6,11157.46,66.94476
LN000361,10361,36636,18.68,2023-03-18,Fully Paid,68253,5 years,2023-10-14,2023-10-14,697.31,364.27,0,36271.73,Bucket 1 (Low Risk),0.02,0.6,36271.73,435.26076000000006
LN000362,10362,17450,13.37,2023-07-22,Late,166590,2 years,2024-06-16,2024-07-27,415.1,367.66,41,17082.34,Bucket 2 (Medium Risk),0.08,0.6,17082.34,819.95232
LN000363,10363,30749,16.29,2024-05-10,Current,39288,2 years,2024-06-09,2024-06-13,1288.68,405.15,4,30343.85,Bucket 1 (Low Risk),0.02,0.6,30343.85,364.1262
LN000364,10364,45965,16.8,2022-07-24,Current,79251,1 year,2023-06-19,2023-06-21,868.28,1472.47,2,44492.53,Bucket 1 (Low Risk),0.02,0.6,44492.53,533.91036
LN000365,10365,12569,11.55,2023-02-12,Current,94469,<1 year,2024-01-08,2024-01-12,1362.59,521.86,4,12047.14,Bucket 1 (Low Risk),0.02,0.6,12047.14,144.56568
LN000366,10366,29209,9.36,2022-02-15,Current,146912,2 years,2022-06-15,2022-06-17,481.36,977.1,2,28231.9,Bucket 1 (Low Risk),0.02,0.6,28231.9,338.7828
LN000367,10367,48743,7.74,2023-11-16,Current,166937,3 years,2024-09-11,2024-09-12,1308.96,964.32,1,47778.68,Bucket 1 (Low Risk),0.02,0.6,47778.68,573.34416
LN000368,10368,39247,13.54,2023-07-03,Late,149472,5 years,2023-10-31,2024-01-04,773.77,368.97,65,38878.03,Bucket 3 (High Risk),0.25,0.6,38878.03,5831.7045
LN000369,10369,7275,15.04,2023-06-14,Fully Paid,63652,<1 year,2024-02-09,2024-02-09,500.6,1438.87,0,5836.13,Bucket 1 (Low Risk),0.02,0.6,5836.13,70.03356000000001
LN000370,10370,18886,20.55,2022-05-10,Current,45543,10+ years,2022-12-06,2022-12-07,1052.67,1496.72,1,17389.28,Bucket 1 (Low Risk),0.02,0.6,17389.28,208.67136
LN000371,10371,43997,10.64,2024-01-15,Fully Paid,42566,<1 year,2024-08-12,2024-08-16,1327.95,962.47,4,43034.53,Bucket 1 (Low Risk),0.02,0.6,43034.53,516.41436
LN000372,10372,39058,14.25,2024-06-13,Current,179029,5 years,2025-01-09,2025-01-08,477.84,797.33,-1,38260.67,Current,0.01,0.6,38260.67,229.56402
LN000373,10373,43530,16.49,2022-04-13,Fully Paid,172504,<1 year,2022-09-10,2022-09-13,616.96,1353.47,3,42176.53,Bucket 1 (Low Risk),0.02,0.6,42176.53,506.11836
LN000374,10374,47912,14.74,2023-09-16,Current,70141,2 years,2024-04-13,2024-04-13,1116.98,1041.89,0,46870.11,Bucket 1 (Low Risk),0.02,0.6,46870.11,562.44132
LN000375,10375,31327,6.7,2024-06-19,Current,87279,<1 year,2025-06-14,2025-06-19,1376.44,1405.0,5,29922.0,Bucket 1 (Low Risk),0.02,0.6,29922.0,359.064
LN000376,10376,6325,12.08,2024-03-23,Current,98491,3 years,2025-03-18,2025-03-17,573.55,1467.0,-1,4858.0,Current,0.01,0.6,4858.0,29.148
LN000377,10377,24692,23.54,2023-03-30,Default,109113,2 years,2024-03-24,,800.13,0.0,834,24692.0,Default / Write-Off,1.0,0.6,24692.0,14815.199999999999
LN000378,10378,47307,7.61,2023-03-29,Current,131737,10+ years,2023-11-24,2023-11-27,918.32,1285.22,3,46021.78,Bucket 1 (Low Risk),0.02,0.6,46021.78,552.26136
LN000379,10379,15418,7.18,2023-12-28,In Grace Period,60559,5 years,2024-10-23,2024-10-21,1350.22,508.48,-2,14909.52,Current,0.01,0.6,14909.52,89.45712
LN000380,10380,18154,21.07,2022-09-13,Current,38253,2 years,2023-09-08,2023-09-09,1288.21,628.77,1,17525.23,Bucket 1 (Low Risk),0.02,0.6,17525.23,210.30276
LN000381,10381,38103,13.14,2022-05-07,Late,88422,2 years,2023-01-02,2023-03-24,1452.62,501.49,81,37601.51,Bucket 3 (High Risk),0.25,0.6,37601.51,5640.2265
LN000382,10382,36102,16.56,2022-12-25,Current,92806,10+ years,2023-12-20,2023-12-19,763.88,642.08,-1,35459.92,Current,0.01,0.6,35459.92,212.75951999999998
LN000383,10383,15676,21.37,2024-03-09,Fully Paid,83025,10+ years,2024-07-07,2024-07-08,791.41,622.9,1,15053.1,Bucket 1 (Low Risk),0.02,0.6,15053.1,180.6372
LN000384,10384,6314,21.56,2024-02-25,Late,149281,1 year,2025-01-20,2025-02-16,310.16,641.03,27,5672.97,Bucket 1 (Low Risk),0.02,0.6,5672.97,68.07564
LN000385,10385,21540,16.95,2022-11-09,Late,97188,3 years,2023-06-07,2023-07-26,561.85,513.1,49,21026.9,Bucket 2 (Medium Risk),0.08,0.6,21026.9,1009.2912000000001
LN000386,10386,24801,18.19,2024-04-24,Late,178219,<1 year,2024-05-24,2024-08-02,1459.78,999.49,70,23801.51,Bucket 3 (High Risk),0.25,0.6,23801.51,3570.2264999999998
LN000387,10387,29525,16.11,2023-09-01,Late,103243,10+ years,2023-10-31,2024-01-05,1486.03,157.45,66,29367.55,Bucket 3 (High Risk),0.25,0.6,29367.55,4405.1325
LN000388,10388,46982,11.85,2022-10-11,Current,103326,1 year,2023-01-09,2023-01-10,1266.52,1379.62,1,45602.38,Bucket 1 (Low Risk),0.02,0.6,45602.38,547.22856
LN000389,10389,44323,13.27,2022-11-24,Late,31672,10+ years,2023-07-22,2023-09-02,802.28,333.48,42,43989.52,Bucket 2 (Medium Risk),0.08,0.6,43989.52,2111.49696
LN000390,10390,30445,19.26,2023-08-21,Late,174957,1 year,2024-02-17,2024-03-21,1065.98,717.69,33,29727.31,Bucket 2 (Medium Risk),0.08,0.6,29727.31,1426.9108800000001
LN000391,10391,36177,22.32,2023-11-19,Current,103694,1 year,2024-10-14,2024-10-14,864.94,652.54,0,35524.46,Bucket 1 (Low Risk),0.02,0.6,35524.46,426.29352
LN000392,10392,21951,19.05,2023-07-27,Default,72990,10+ years,2024-01-23,,1085.32,0.0,895,21951.0,Default / Write-Off,1.0,0.6,21951.0,13170.6
LN000393,10393,19565,12.4,2024-02-02,Fully Paid,135224,2 years,2024-07-31,2024-08-02,856.51,1002.68,2,18562.32,Bucket 1 (Low Risk),0.02,0.6,18562.32,222.74784
LN000394,10394,12718,14.47,2024-06-06,Late,177125,5 years,2024-08-05,2024-10-09,900.57,900.48,65,11817.52,Bucket 3 (High Risk),0.25,0.6,11817.52,1772.628
LN000395,10395,49610,12.87,2022-11-02,Current,64525,1 year,2023-03-02,2023-03-05,983.28,791.03,3,48818.97,Bucket 1 (Low Risk),0.02,0.6,48818.97,585.82764
LN000396,10396,34987,8.58,2024-06-02,Late,46184,3 years,2024-11-29,2025-02-22,676.1,987.98,85,33999.02,Bucket 3 (High Risk),0.25,0.6,33999.02,5099.852999999999
LN000397,10397,8801,6.08,2022-10-08,Current,69198,5 years,2023-01-06,2023-01-11,1235.7,1242.25,5,7558.75,Bucket 1 (Low Risk),0.02,0.6,7558.75,90.705
LN000398,10398,13480,17.06,2023-10-11,Current,137466,3 years,2024-05-08,2024-05-06,539.3,345.27,-2,13134.73,Current,0.01,0.6,13134.73,78.80838
LN000399,10399,29451,23.1,2022-11-26,Default,164207,1 year,2022-12-26,,1112.1,0.0,1288,29451.0,Default / Write-Off,1.0,0.6,29451.0,17670.6
LN000400,10400,46070,19.2,2022-08-20,Late,115269,2 years,2022-11-18,2022-12-06,1006.4,445.2,18,45624.8,Bucket 1 (Low Risk),0.02,0.6,45624.8,547.4976
LN000401,10401,15945,7.18,2022-02-16,Current,101238,3 years,2023-02-11,2023-02-14,1124.14,820.4,3,15124.6,Bucket 1 (Low Risk),0.02,0.6,15124.6,181.4952
LN000402,10402,13768,12.17,2023-05-17,Current,74394,1 year,2023-12-13,2023-12-11,1172.6,574.1,-2,13193.9,Current,0.01,0.6,13193.9,79.1634
LN000403,10403,13598,9.8,2022-01-23,In Grace Period,69298,<1 year,2022-07-22,2022-07-20,1068.39,750.23,-2,12847.77,Current,0.01,0.6,12847.77,77.08662000000001
LN000404,10404,40044,17.22,2023-09-01,Fully Paid,53341,10+ years,2023-10-01,2023-09-29,800.13,1127.7,-2,38916.3,Current,0.01,0.6,38916.3,233.4978
LN000405,10405,29920,8.22,2022-09-16,Current,65141,1 year,2023-09-11,2023-09-09,1094.0,661.34,-2,29258.66,Current,0.01,0.6,29258.66,175.55196
LN000406,10406,48416,15.37,2023-09-30,Late,60956,3 years,2023-11-29,2024-02-07,441.28,746.89,70,47669.11,Bucket 3 (High Risk),0.25,0.6,47669.11,7150.3665
LN000407,10407,12471,20.13,2023-05-25,Current,77363,2 years,2024-02-19,2024-02-20,791.71,729.51,1,11741.49,Bucket 1 (Low Risk),0.02,0.6,11741.49,140.89788
LN000408,10408,15510,6.71,2023-05-24,Fully Paid,151003,2 years,2023-09-21,2023-09-19,406.8,315.3,-2,15194.7,Current,0.01,0.6,15194.7,91.16820000000001
LN000409,10409,12237,21.03,2023-11-17,Current,48614,5 years,2024-01-16,2024-01-15,1073.2,1385.74,-1,10851.26,Current,0.01,0.6,10851.26,65.10756
LN000410,10410,34933,23.8,2022-10-31,Current,38128,<1 year,2023-01-29,2023-01-27,732.26,1322.7,-2,33610.3,Current,0.01,0.6,33610.3,201.66180000000003
LN000411,10411,49352,11.63,2024-01-27,Current,37029,<1 year,2024-04-26,2024-04-26,1373.43,694.39,0,48657.61,Bucket 1 (Low Risk),0.02,0.6,48657.61,583.8913200000001
LN000412,10412,45750,10.83,2024-01-21,Current,114842,1 year,2024-03-21,2024-03-25,847.85,780.3,4,44969.7,Bucket 1 (Low Risk),0.02,0.6,44969.7,539.6364
LN000413,10413,30278,18.42,2023-05-05,Default,68720,<1 year,2023-08-03,,1135.4,0.0,1068,30278.0,Default / Write-Off,1.0,0.6,30278.0,18166.8
LN000414,10414,8843,23.67,2024-05-14,Current,134059,5 years,2025-01-09,2025-01-14,755.7,517.51,5,8325.49,Bucket 1 (Low Risk),0.02,0.6,8325.49,99.90588
LN000415,10415,28501,17.0,2024-06-02,Late,59250,3 years,2025-01-28,2025-02-16,828.83,898.83,19,27602.17,Bucket 1 (Low Risk),0.02,0.6,27602.17,331.22604
LN000416,10416,9150,10.71,2022-11-18,Current,162577,10+ years,2023-09-14,2023-09-15,1103.81,1473.47,1,7676.53,Bucket 1 (Low Risk),0.02,0.6,7676.53,92.11836
LN000417,10417,27170,15.34,2023-12-06,Late,49967,3 years,2024-10-31,2024-12-06,1096.45,533.74,36,26636.26,Bucket 2 (Medium Risk),0.08,0.6,26636.26,1278.54048
LN000418,10418,47035,12.93,2024-05-09,Fully Paid,39304,<1 year,2025-04-04,2025-04-04,863.15,906.68,0,46128.32,Bucket 1 (Low Risk),0.02,0.6,46128.32,553.53984
LN000419,10419,37495,21.65,2022-03-18,Default,109052,1 year,2022-09-14,,1464.17,0.0,1391,37495.0,Default / Write-Off,1.0,0.6,37495.0,22497.0
LN000420,10420,8299,15.12,2023-07-18,Late,130716,1 year,2023-09-16,2023-11-18,987.64,499.77,63,7799.23,Bucket 3 (High Risk),0.25,0.6,7799.23,1169.8845
LN000421,10421,10768,21.42,2023-04-03,Current,155383,10+ years,2024-02-27,2024-02-25,794.81,423.17,-2,10344.83,Current,0.01,0.6,10344.83,62.06898
LN000422,10422,41512,15.88,2024-04-25,Current,104848,5 years,2025-01-20,2025-01-21,847.45,1085.52,1,40426.48,Bucket 1 (Low Risk),0.02,0.6,40426.48,485.11776000000003
LN000423,10423,27338,12.54,2022-02-25,Fully Paid,144133,2 years,2022-11-22,2022-11-27,735.95,1159.99,5,26178.01,Bucket 1 (Low Risk),0.02,0.6,26178.01,314.13612
LN000424,10424,34657,8.05,2024-02-17,Late,25575,2 years,2024-08-15,2024-11-09,650.38,967.99,86,33689.01,Bucket 3 (High Risk),0.25,0.6,33689.01,5053.3515
LN000425,10425,39208,12.73,2022-04-19,Current,68032,3 years,2022-07-18,2022-07-22,1033.02,428.35,4,38779.65,Bucket 1 (Low Risk),0.02,0.6,38779.65,465.35580000000004
LN000426,10426,17290,8.17,2024-05-22,Current,144811,1 year,2025-05-17,2025-05-20,797.36,429.32,3,16860.68,Bucket 1 (Low Risk),0.02,0.6,16860.68,202.32816
LN000427,10427,46500,21.07,2023-08-26,Current,143097,3 years,2024-07-21,2024-07-21,305.21,1456.63,0,45043.37,Bucket 1 (Low Risk),0.02,0.6,45043.37,540.52044
LN000428,10428,8183,15.96,2023-03-20,Fully Paid,151597,5 years,2023-06-18,2023-06-18,454.06,1176.59,0,7006.41,Bucket 1 (Low Risk),0.02,0.6,7006.41,84.07692
LN000429,10429,30389,17.84,2023-09-13,Fully Paid,157149,3 years,2024-04-10,2024-04-11,1456.31,628.32,1,29760.68,Bucket 1 (Low Risk),0.02,0.6,29760.68,357.12816000000004
LN000430,10430,24278,14.15,2022-05-17,Current,159294,2 years,2023-05-12,2023-05-15,1422.61,1154.25,3,23123.75,Bucket 1 (Low Risk),0.02,0.6,23123.75,277.485
LN000431,10431,46456,9.91,2022-08-03,Late,101173,10+ years,2023-01-30,2023-02-20,1080.1,983.2,21,45472.8,Bucket 1 (Low Risk),0.02,0.6,45472.8,545.6736000000001
LN000432,10432,16653,15.07,2023-12-12,Late,55252,2 years,2024-09-07,2024-11-12,1431.21,624.53,66,16028.47,Bucket 3 (High Risk),0.25,0.6,16028.47,2404.2704999999996
LN000433,10433,32359,18.14,2024-05-11,In Grace Period,135726,<1 year,2025-02-05,2025-02-04,474.39,330.33,-1,32028.67,Current,0.01,0.6,32028.67,192.17202
LN000434,10434,48925,7.02,2022-10-01,Default,67188,2 years,2023-08-27,,600.67,0.0,1044,48925.0,Default / Write-Off,1.0,0.6,48925.0,29355.0
LN000435,10435,9065,18.43,2022-10-30,Current,166865,<1 year,2023-04-28,2023-05-03,1341.64,422.98,5,8642.02,Bucket 1 (Low Risk),0.02,0.6,8642.02,103.70424000000001
LN000436,10436,41823,21.57,2024-01-31,Late,126944,1 year,2024-10-27,2024-12-07,356.38,723.64,41,41099.36,Bucket 2 (Medium Risk),0.08,0.6,41099.36,1972.76928
LN000437,10437,30007,12.98,2024-03-18,Fully Paid,106960,5 years,2024-04-17,2024-04-15,543.7,1192.4,-2,28814.6,Current,0.01,0.6,28814.6,172.8876
LN000438,10438,34036,20.94,2023-10-11,Late,121401,5 years,2024-07-07,2024-09-27,1169.9,276.82,82,33759.18,Bucket 3 (High Risk),0.25,0.6,33759.18,5063.8769999999995
LN000439,10439,17681,11.3,2022-07-01,Fully Paid,44521,1 year,2022-09-29,2022-09-28,814.21,752.64,-1,16928.36,Current,0.01,0.6,16928.36,101.57016
LN000440,10440,41477,10.76,2022-06-14,In Grace Period,91850,<1 year,2022-12-11,2022-12-16,485.77,1151.63,5,40325.37,Bucket 1 (Low Risk),0.02,0.6,40325.37,483.90444
LN000441,10441,15073,22.72,2023-09-04,Current,103945,3 years,2024-06-30,2024-07-03,1149.22,387.46,3,14685.54,Bucket 1 (Low Risk),0.02,0.6,14685.54,176.22648
